Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
KLK13		19q13.41	AMP	7	571	1.2%	No
ZAN		7q22.1	AMP	13	571	2.3%	No
TMEM184C		4q31.23	AMP	5	571	0.9%	No
EEF1A1P48		1p36.11	AMP	4	571	0.7%	No
RNA5SP253		8p23.1	HOMDEL	1	571	0.2%	No
OR7E108P		9q22.2	AMP	1	571	0.2%	No
GSC		14q32.13	AMP	2	571	0.4%	No
LRG1		19p13.3	AMP	1	571	0.2%	No
RFPL3S		22q12.3	AMP	6	571	1.1%	No
ENAM		4q13.3	AMP	15	571	2.6%	No
CBX3P2		18p11.32	AMP	12	571	2.1%	No
LINC02378		12p12.3	HOMDEL	1	571	0.2%	No
ME3		11q14.2	AMP	16	571	2.8%	No
FOXI1		5q35.1	AMP	3	571	0.5%	No
PDZK1		1q21.1	AMP	45	571	7.9%	No
OSBPL7		17q21.32	AMP	2	571	0.4%	No
MTMR4		17q22	AMP	5	571	0.9%	No
CDRT15P13		14q11.2	HOMDEL	1	571	0.2%	No
ACCSL		11p11.2	AMP	4	571	0.7%	No
ERBB2		17q12	AMP	9	571	1.6%	Yes
KLK12		19q13.41	AMP	7	571	1.2%	No
C4ORF33		4q28.2	HOMDEL	1	571	0.2%	No
UNC13A		19p13.11	AMP	41	571	7.2%	No
KIN		10p14	AMP	23	571	4.0%	No
LINC00431		13q34	AMP	6	571	1.1%	No
RNU6-980P		19q13.42	AMP	10	571	1.8%	No
MTND2P29		1p33	AMP	8	571	1.4%	No
EEF1A1P47		11p14.1	AMP	6	571	1.1%	No
BBX		3q13.12	AMP	29	571	5.1%	No
ENOPH1		4q21.22	AMP	3	571	0.5%	No
UNC13B		9p13.3	AMP	5	571	0.9%	No
RNU6-1199P		1p36.33	AMP	11	571	1.9%	No
AGER		6p21.32	AMP	15	571	2.6%	No
ME2		18q21.2	AMP	3	571	0.5%	No
EEF1A1P46		1p35.2	AMP	7	571	1.2%	No
RNA5SP251		8p23.2	HOMDEL	10	571	1.8%	No
NPTX1		17q25.3	AMP	12	571	2.1%	No
CNTRL		9q33.2	AMP	1	571	0.2%	Yes
AATF		17q12	AMP	2	571	0.4%	No
CFAP44-AS1		3q13.2	AMP	32	571	5.6%	No
OSBPL6		2q31.2	AMP	21	571	3.7%	No
CBX3P3		5q22.2	AMP	1	571	0.2%	No
KLK11		19q13.41	AMP	7	571	1.2%	No
ADCY9		16p13.3	HOMDEL	1	571	0.2%	No
RNU6-1228P		9q21.13	AMP	6	571	1.1%	No
KLK10		19q13.41	AMP	7	571	1.2%	No
OR7A17		19p13.12	AMP	73	571	12.8%	No
ERBB3		12q13.2	AMP	12	571	2.1%	Yes
LINC00433		13q31.2	AMP	8	571	1.4%	No
EEF1A1P45		3q25.1	AMP	54	571	9.5%	No
ZKSCAN8P2		6p22.1	AMP	20	571	3.5%	No
DINOL		6p21.2	AMP	21	571	3.7%	No
HDHD5		22q11.1	AMP	5	571	0.9%	No
ACP1		2p25.3	AMP	12	571	2.1%	No
UNC13D		17q25.3	AMP	5	571	0.9%	No
IFIT1B		10q23.31	AMP	2	571	0.4%	No
RPAIN		17p13.2	AMP	4	571	0.7%	No
FPGT-TNNI3K		1p31.1	AMP	7	571	1.2%	No
ACTG2		2p13.1	AMP	14	571	2.5%	No
EEF1A1P44		1q32.1	AMP	16	571	2.8%	No
RAD52		12p13.33	AMP	43	571	7.5%	Yes
PINX1-DT		8p23.1	HOMDEL	3	571	0.5%	No
ARL14EPP1		2p22.2	AMP	9	571	1.6%	No
GOLGA8S		15q11.2	HOMDEL	1	571	0.2%	No
MTND2P28		1p36.33	AMP	11	571	1.9%	No
ERBB4		2q34	AMP	10	571	1.8%	Yes
FLYWCH1P1		3q26.33	AMP	73	571	12.8%	No
LNPK		2q31.1	AMP	20	571	3.5%	No
MRPS15P1		15q24.1	HOMDEL	1	571	0.2%	No
VN2R1P		3q25.31	AMP	41	571	7.2%	No
RPS3AP17		4p15.1	HOMDEL	1	571	0.2%	No
RAB35-AS1		12q24.23	AMP	6	571	1.1%	No
AATK		17q25.3	AMP	14	571	2.5%	No
ADGRA1-AS1		10q26.3	AMP	9	571	1.6%	No
SND1-IT1		7q32.1	AMP	13	571	2.3%	No
EDDM3DP		14q11.2	AMP	30	571	5.3%	No
RNU6-809P		1p31.3	AMP	10	571	1.8%	No
TMA7B		22q13.1	AMP	4	571	0.7%	No
DFFBP1		9p21.1	AMP	6	571	1.1%	No
HDHD3		9q32	AMP	3	571	0.5%	No
MTND2P26		11q22.3	AMP	10	571	1.8%	No
STUB1-DT		16p13.3	AMP	9	571	1.6%	No
SNED1-AS1		2q37.3	AMP	10	571	1.8%	No
LINC02374		4q35.2	HOMDEL	1	571	0.2%	No
ACTG1		17q25.3	AMP	13	571	2.3%	Yes
GOLGA8R		15q13.2	HOMDEL	1	571	0.2%	No
RN7SL394P		10q21.3	AMP	3	571	0.5%	No
TMEM184B		22q13.1	AMP	7	571	1.2%	No
MFSD4BP1		5q11.2	AMP	12	571	2.1%	No
CAB39P1		5q12.1	HOMDEL	1	571	0.2%	No
DUBR		3q13.12	AMP	27	571	4.7%	No
CYP4F29P		21q11.2	AMP	19	571	3.3%	No
EEF1A1P42		6p12.3	AMP	20	571	3.5%	No
TMEM184A		7p22.3	AMP	12	571	2.1%	No
CSF2RBP1		22q12.3	AMP	4	571	0.7%	No
EPHX4		1p22.1	AMP	13	571	2.3%	No
IGKV2D-36		2p11.2	AMP	31	571	5.4%	No
LINC00434		13q21.2	AMP	5	571	0.9%	No
ZKSCAN8P1		6p22.1	AMP	20	571	3.5%	No
PABPC4L		4q28.3	AMP	7	571	1.2%	No
GOLGA8Q		15q13.2	HOMDEL	1	571	0.2%	No
RAD50		5q31.1	AMP	2	571	0.4%	Yes
CRTAP		3p22.3	AMP	4	571	0.7%	No
LINC01849		2q11.2	AMP	13	571	2.3%	No
HNRNPA1P64		1p31.1	AMP	7	571	1.2%	No
MTND4LP3		3q13.12	AMP	26	571	4.6%	No
FASTK		7q36.1	AMP	25	571	4.4%	No
LINC01695		21q21.3	AMP	8	571	1.4%	No
ATXN2L		16p11.2	AMP	2	571	0.4%	No
RNA5SP234		7q21.11	AMP	15	571	2.6%	No
LINC02132		16q24.1	AMP	1	571	0.2%	No
SNORD115-26		15q11.2	AMP	2	571	0.4%	No
RPL37P15		6q13	AMP	7	571	1.2%	No
ELMOD3		2p11.2	AMP	18	571	3.2%	No
IGKV2-38		2p11.2	AMP	31	571	5.4%	No
BHLHE40		3p26.1	AMP	5	571	0.9%	No
RNU1-14P		7p12.1	AMP	15	571	2.6%	No
SUPT16H		14q11.2	AMP	25	571	4.4%	No
RNA5SP259		8p21.1	HOMDEL	1	571	0.2%	No
IGKV2D-24		2p11.2	AMP	30	571	5.3%	No
PRELID1P3		10q21.3	AMP	7	571	1.2%	No
ZFP64P1		14q22.1	AMP	4	571	0.7%	No
CRELD2		22q13.33	AMP	1	571	0.2%	No
MTND4LP2		7q11.21	AMP	11	571	1.9%	No
CDKN2B-AS1		9p21.3	AMP	9	571	1.6%	No
LINC02133		16q12.1	AMP	16	571	2.8%	No
SNORD115-27		15q11.2	AMP	2	571	0.4%	No
PRR29-AS1		17q23.3	AMP	5	571	0.9%	No
FAUP1		18q22.3	AMP	2	571	0.4%	No
SYT15		10q11.22	HOMDEL	1	571	0.2%	No
RN7SKP140		20p11.22	AMP	22	571	3.9%	No
HNRNPA1P63		1p32.3	AMP	13	571	2.3%	No
TTC21B-AS1		2q24.3	AMP	14	571	2.5%	No
GPCPD1		20p12.3	AMP	27	571	4.7%	No
RABGAP1L-AS1		1q25.1	AMP	14	571	2.5%	No
CRELD1		3p25.3	AMP	7	571	1.2%	No
ST6GALNAC4P1		13q12.11	AMP	3	571	0.5%	No
RNA5SP236		7q22.3	AMP	9	571	1.6%	No
HNRNPA1P66		2p15	AMP	9	571	1.6%	No
ATRNL1		10q25.3	HOMDEL	1	571	0.2%	No
FAUP2		3q26.33	AMP	73	571	12.8%	No
SNORD105B		19q13.2	AMP	38	571	6.7%	No
VASH1		14q24.3	AMP	6	571	1.1%	No
NECTIN2P1		3q13.13	AMP	31	571	5.4%	No
RNA5SP257		8p21.3	HOMDEL	2	571	0.4%	No
RTF1		15q15.1	AMP	1	571	0.2%	No
IGSF10		3q25.1	AMP	46	571	8.1%	No
CCDC18-AS1		1p22.1	AMP	11	571	1.9%	No
NCKAP1		2q32.1	AMP	21	571	3.7%	No
FGF14-IT1		13q33.1	AMP	7	571	1.2%	No
LINC02130		16p13.12	AMP	7	571	1.2%	No
PPP2R5E		14q23.2	HOMDEL	1	571	0.2%	No
LINC01847		5q33.3	AMP	2	571	0.4%	No
OPN1SW		7q32.1	AMP	14	571	2.5%	No
PRDM15		21q22.3	HOMDEL	1	571	0.2%	No
RPL37P13		2p15	AMP	11	571	1.9%	No
NIPA1		15q11.2	HOMDEL	1	571	0.2%	No
SNORD115-24		15q11.2	AMP	2	571	0.4%	No
MBOAT4		8p12	HOMDEL	1	571	0.2%	No
SETBP1		18q12.3	AMP	10	571	1.8%	Yes
UAP1L1		9q34.3	AMP	5	571	0.9%	No
VASH2		1q32.3	AMP	8	571	1.4%	No
LINC01694		21q22.3	AMP	8	571	1.4%	No
OR5M7P		11q12.1	AMP	3	571	0.5%	No
RN7SL733P		10q23.2	AMP	1	571	0.2%	No
SORT1		1p13.3	AMP	9	571	1.6%	No
RNA5SP235		7q21.11	AMP	19	571	3.3%	No
HNRNPA1P65		4p15.2	AMP	3	571	0.5%	No
PRELID1P5		1q32.2	AMP	10	571	1.8%	No
IGSF11		3q13.32	AMP	21	571	3.7%	No
LRMDA		10q22.2-q22.3	HOMDEL	1	571	0.2%	No
IGKV2D-26		2p11.2	AMP	31	571	5.4%	No
RNA5SP258		8p21.2	HOMDEL	1	571	0.2%	No
LINC02131		16q23.1	AMP	1	571	0.2%	No
RTF2		20q13.31	AMP	47	571	8.2%	No
KIT		4q12	AMP	7	571	1.2%	Yes
MRNIP-DT		5q35.3	AMP	5	571	0.9%	No
PDGFRL		8p22	AMP	3	571	0.5%	No
SNORD115-25		15q11.2	AMP	2	571	0.4%	No
RNU6-1072P		1p36.21	AMP	3	571	0.5%	No
CFAP77		9q34.13	AMP	1	571	0.2%	No
LINC01848		5q21.3	AMP	1	571	0.2%	No
RPL37P12		2q13	AMP	4	571	0.7%	No
GSN		9q33.2	AMP	1	571	0.2%	No
KNOP1P4		6q13	AMP	6	571	1.1%	No
SPINT5P		20q13.12	AMP	44	571	7.7%	No
NBPF7P		1p12	AMP	15	571	2.6%	No
RNU6-655P		18q23	AMP	3	571	0.5%	No
RNA5SP256		8p22	HOMDEL	2	571	0.4%	No
HEXD		17q25.3	AMP	13	571	2.3%	No
NHSL1		6q24.1	HOMDEL	2	571	0.4%	No
OR5AU1		14q11.2	AMP	28	571	4.9%	No
DMTN		8p21.3	AMP	1	571	0.2%	No
TP53I13		17q11.2	AMP	3	571	0.5%	No
DSCAM-AS1		21q22.2	AMP	6	571	1.1%	No
RNU6-1271P		12q21.2	HOMDEL	1	571	0.2%	No
CTDSP2		12q14.1	AMP	8	571	1.4%	No
HMGCLL1		6p12.1	AMP	17	571	3.0%	No
NIT2		3q12.2	AMP	19	571	3.3%	No
METTL5P4		11q22.3	AMP	6	571	1.1%	No
RNA5SP238		7q31.1	AMP	16	571	2.8%	No
LINC01698		1q32.2	AMP	11	571	1.9%	No
EXOC3-AS1		5p15.33	AMP	42	571	7.4%	No
TPTE2		13q12.11	AMP	3	571	0.5%	No
FAUP4		11q13.1	AMP	8	571	1.4%	No
KNOP1P3		2p16.3	AMP	13	571	2.3%	No
RNA5SP237		7q31.1	AMP	17	571	3.0%	No
LINC01699		1q25.3	AMP	15	571	2.6%	No
HNRNPA1P60		11q23.1	AMP	4	571	0.7%	No
RN7SKP143		10q23.31	AMP	1	571	0.2%	No
RNU6-965P		1p21.2	AMP	10	571	1.8%	No
VN1R33P		7q11.21	HOMDEL	1	571	0.2%	No
LINC-ADAIN		9p24.3	HOMDEL	2	571	0.4%	No
SNRPD2P1		10q23.31	HOMDEL	2	571	0.4%	No
GRK3		22q12.1	HOMDEL	1	571	0.2%	No
LRP10		14q11.2	AMP	12	571	2.1%	No
NIPA2		15q11.2	HOMDEL	1	571	0.2%	No
LINC02136		16q22.2	AMP	1	571	0.2%	No
OR5D16		11q12.1	AMP	4	571	0.7%	No
ZNF569		19q13.12	AMP	54	571	9.5%	No
CTDSP1		2q35	AMP	8	571	1.4%	No
RNA5SP254		8p23.1	HOMDEL	3	571	0.5%	No
ANAPC10P1		1p32.3	AMP	7	571	1.2%	No
LINC02134		16q12.1	AMP	16	571	2.8%	No
IGKV2D-23		2p11.2	AMP	29	571	5.1%	No
HEXB		5q13.3	AMP	2	571	0.4%	No
GRK6		5q35.3	AMP	5	571	0.9%	No
SNORD115-28		15q11.2	AMP	2	571	0.4%	No
RPL37P10		2p11.2	AMP	16	571	2.8%	No
PGK1P2		19p13.2	AMP	47	571	8.2%	No
METTL5P2		3q21.3	AMP	20	571	3.5%	No
LINC01696		1q32.2	AMP	11	571	1.9%	No
HNRNPA1P62		15q26.3	AMP	10	571	1.8%	No
RN7SL113P		2p11.2	AMP	18	571	3.2%	No
RN7SKP141		2q22.1	AMP	5	571	0.9%	No
IGHV1-69D		14q32.33	AMP	19	571	3.3%	No
LONP1		19p13.2	AMP	4	571	0.7%	No
ELMOD1		11q22.3	AMP	6	571	1.1%	No
RN7SL423P		2q24.2	AMP	17	571	3.0%	No
MRPL50P4		10q21.2	AMP	3	571	0.5%	No
PRELID1P2		6p22.2	AMP	21	571	3.7%	No
INS		11p15.5	AMP	1	571	0.2%	No
HEXA		15q23	AMP	6	571	1.1%	No
LINC02135		16q24.1	AMP	1	571	0.2%	No
CYP2F2P		19q13.2	AMP	27	571	4.7%	No
BRIX1		5p13.2	AMP	34	571	6.0%	No
PPP5C		19q13.32	AMP	10	571	1.8%	No
RPL37P11		2p23.3	AMP	11	571	1.9%	No
RNU6-1057P		17p11.2	AMP	1	571	0.2%	No
ZNF568		19q13.12	AMP	50	571	8.8%	No
RNA5SP255		8p22	HOMDEL	1	571	0.2%	No
SNORD115-29		15q11.2	AMP	2	571	0.4%	No
ABHD12B		14q22.1	AMP	4	571	0.7%	No
GRK7		3q23	AMP	34	571	6.0%	No
RNU2-1		17q12	AMP	1	571	0.2%	No
KNOP1P5		8q24.13	AMP	117	571	20.5%	No
CLASP1-AS1		2q14.2	AMP	8	571	1.4%	No
NIT1		1q23.3	AMP	16	571	2.8%	No
OR5D18		11q12.1	AMP	4	571	0.7%	No
RN7SL67P		12p12.3	HOMDEL	1	571	0.2%	No
LINC01697		21q21.3	AMP	8	571	1.4%	No
METTL5P3		4q12	AMP	5	571	0.9%	No
RNA5SP239		7q31.2	AMP	18	571	3.2%	No
GIMAP1-GIMAP5		7q36.1	AMP	25	571	4.4%	No
HSP90AB3P		4q22.1	AMP	1	571	0.2%	No
RNU7-29P		1p35.3	AMP	3	571	0.5%	No
HNRNPA1P61		2p22.3	AMP	13	571	2.3%	No
PRELID1P1		6q22.32	AMP	4	571	0.7%	No
NCKAP5		2q21.2	AMP	5	571	0.9%	No
ELMOD2		4q31.1	AMP	4	571	0.7%	No
RN7SL689P		5q23.2	AMP	2	571	0.4%	No
LINC01842		19p13.12	AMP	66	571	11.6%	No
TRA2A		7p15.3	AMP	17	571	3.0%	No
COX7B2		4p12	AMP	5	571	0.9%	No
KIZ		20p11.23	AMP	23	571	4.0%	No
RNU7-155P		17q24.3	AMP	2	571	0.4%	No
LONP2		16q12.1	AMP	12	571	2.1%	No
RAB33B		4q31.1	AMP	5	571	0.9%	No
NT5DC1		6q22.1	AMP	5	571	0.9%	No
ELOCP19		1p22.2	AMP	11	571	1.9%	No
ZNF567		19q13.12	AMP	51	571	8.9%	No
C2ORF49-DT		2q12.2	AMP	8	571	1.4%	No
MAPKAP1		9q33.3	AMP	3	571	0.5%	Yes
REV3L		6q21	AMP	6	571	1.1%	Yes
RN7SKP146		18p11.32	AMP	11	571	1.9%	No
QRSL1P2		1q41	AMP	19	571	3.3%	No
GPRC6A		6q22.1	AMP	4	571	0.7%	No
RPS3AP1		21q21.1	AMP	13	571	2.3%	No
MKLN1		7q32.3	AMP	18	571	3.2%	No
BET1		7q21.3	AMP	13	571	2.3%	No
NPM1P25		10q24.1	AMP	1	571	0.2%	No
CEP131		17q25.3	AMP	14	571	2.5%	No
LINC01843		5q31.1	AMP	3	571	0.5%	No
MTND4LP9		3p24.1	AMP	4	571	0.7%	No
STRIP1		1p13.3	AMP	10	571	1.8%	No
ZNF566		19q13.12	AMP	47	571	8.2%	No
OR9A2		7q34	AMP	25	571	4.4%	No
TPO		2p25.3	AMP	12	571	2.1%	No
RNU6-796P		15q25.3	AMP	8	571	1.4%	No
RN7SKP147		21q21.1	AMP	13	571	2.3%	No
SNORD115-20		15q11.2	AMP	2	571	0.4%	No
ELOCP18		1p31.3	AMP	9	571	1.6%	No
IGKV2-30		2p11.2	AMP	46	571	8.1%	No
RN7SL408P		6q23.2	AMP	4	571	0.7%	No
MPHOSPH10P5		15q11.2	AMP	5	571	0.9%	No
AKAP10		17p11.2	HOMDEL	2	571	0.4%	No
RN7SKP144		3p26.3	AMP	4	571	0.7%	No
PARTICL		2p11.2	AMP	18	571	3.2%	No
TP53I11		11p11.2	AMP	4	571	0.7%	No
SPMAP1		17q12	AMP	4	571	0.7%	No
GSS		20q11.22	AMP	38	571	6.7%	No
LRP11		6q25.1	AMP	3	571	0.5%	No
OXER1		2p21	HOMDEL	1	571	0.2%	No
ZNF565		19q13.12	AMP	48	571	8.4%	No
MPHOSPH10P4		15q11.2	AMP	6	571	1.1%	No
TMCO1-AS1		1q24.1	AMP	19	571	3.3%	No
DSEL		18q22.1	HOMDEL	1	571	0.2%	No
CLN8-AS1		8p23.3	HOMDEL	12	571	2.1%	No
LINC01840		3q27.1	AMP	76	571	13.3%	No
NPM1P23		3p24.2	AMP	4	571	0.7%	No
TRA2B		3q27.2	AMP	68	571	11.9%	No
TPR		1q31.1	AMP	22	571	3.9%	Yes
RNU6-191P		4q13.1	AMP	9	571	1.6%	No
EIF4EBP1P1		14q11.2	AMP	25	571	4.4%	No
LRP12		8q22.3	AMP	62	571	10.9%	No
FAN1		15q13.3	AMP	1	571	0.2%	No
GSR		8p12	AMP	2	571	0.4%	No
RN7SKP145		5q32	AMP	3	571	0.5%	No
STRIP2		7q32.1	AMP	16	571	2.8%	No
RNU2-41P		2q14.1	AMP	9	571	1.6%	No
QRSL1P1		1q24.2	AMP	15	571	2.6%	No
RNU6-1101P		3q29	AMP	65	571	11.4%	No
MPHOSPH10P3		15q13.2	AMP	1	571	0.2%	No
RNU6-486P		3q26.33	AMP	74	571	13.0%	No
RPS3AP2		16p13.3	AMP	9	571	1.6%	No
LCE1C		1q21.3	HOMDEL	1	571	0.2%	No
CFAP70		10q22.2	AMP	7	571	1.2%	No
ZNF564		19p13.2	AMP	48	571	8.4%	No
RNU6-15P		10p12.31	AMP	20	571	3.5%	No
MTND4LP7		9q22.31	AMP	1	571	0.2%	No
LINC01841		19p13.12	AMP	66	571	11.6%	No
NPM1P24		10q22.1	AMP	5	571	0.9%	No
ZNF718		4p16.3	AMP	9	571	1.6%	No
SNORD115-23		15q11.2	AMP	2	571	0.4%	No
PARAIL		8q21.3	AMP	31	571	5.4%	No
PALMD		1p21.2	AMP	9	571	1.6%	No
PHF24		9p13.3	AMP	4	571	0.7%	No
IDI2		10p15.3	AMP	28	571	4.9%	No
RPS3AP4		14q13.2	AMP	5	571	0.9%	No
DHDH		19q13.33	AMP	5	571	0.9%	No
MPHOSPH10P9		15q11.2	AMP	5	571	0.9%	No
CFAP74		1p36.33	AMP	11	571	1.9%	No
NPM1P21		8q12.1	AMP	41	571	7.2%	No
TADA3		3p25.3	AMP	7	571	1.2%	No
LINC01845		5q33.3	AMP	2	571	0.4%	No
OR5BB1P		11q12.1	AMP	1	571	0.2%	No
GABBR1		6p22.1	AMP	18	571	3.2%	No
NT5DC4		2q14.1	AMP	5	571	0.9%	No
MYBL1		8q13.1	AMP	36	571	6.3%	Yes
LINC01691		1p11.2	AMP	13	571	2.3%	No
HNRNPA1P67		4q13.3	AMP	22	571	3.9%	No
HRCT1		9p13.3	AMP	7	571	1.2%	No
RNA5SP231		7q11.22	AMP	9	571	1.6%	No
ZNF563		19p13.2	AMP	50	571	8.8%	No
CNBD2		20q11.23	AMP	39	571	6.8%	No
RNA5SP230		7p13	AMP	7	571	1.2%	No
IDI1		10p15.3	AMP	28	571	4.9%	No
ZNF717		3p12.3	AMP	10	571	1.8%	No
RPS3AP3		20q11.23	AMP	35	571	6.1%	No
PLA2G10P1		3q26.33	AMP	71	571	12.4%	No
MALLP1		2q13	HOMDEL	1	571	0.2%	No
NPM1P22		13q21.32	AMP	5	571	0.9%	No
SRCAP		16p11.2	AMP	2	571	0.4%	No
C19ORF73		19q13.33	AMP	5	571	0.9%	No
CEP135		4q12	AMP	7	571	1.2%	No
RNU6-176P		1p35.3	AMP	3	571	0.5%	No
LINC01692		21q21.2	AMP	9	571	1.6%	No
MYBL2		20q13.12	AMP	36	571	6.3%	No
ZNF562		19p13.2	AMP	34	571	6.0%	No
NT5DC3		12q23.3	AMP	1	571	0.2%	No
RN7SL718P		19q13.2	AMP	16	571	2.8%	No
LINC01844		5q31.3	AMP	3	571	0.5%	No
ZNF716		7p11.2	AMP	12	571	2.1%	No
PDX1		13q12.2	AMP	3	571	0.5%	No
SNORD115-21		15q11.2	AMP	2	571	0.4%	No
TLDC2		20q11.23	AMP	36	571	6.3%	No
HNRNPA1P69		12q14.2	AMP	12	571	2.1%	No
RNA5SP233		7q11.23	AMP	6	571	1.1%	No
IGKV2-36		2p11.2	AMP	33	571	5.8%	No
RN7SKP148		5q35.2	AMP	4	571	0.7%	No
SNORD115-22		15q11.2	AMP	2	571	0.4%	No
MPHOSPH10P6		15q11.2	AMP	5	571	0.9%	No
ZNF561		19p13.2	AMP	33	571	5.8%	No
RPL37P18		10p11.21	AMP	19	571	3.3%	No
OR9A4		7q34	AMP	25	571	4.4%	No
RPS3AP5		10q23.1	AMP	4	571	0.7%	No
CFAP73		12q24.13	AMP	4	571	0.7%	No
ERICH1		8p23.3	HOMDEL	15	571	2.6%	No
ESPN		1p36.31	AMP	13	571	2.3%	No
VWC2L		2q34-q35	AMP	8	571	1.4%	No
NPM1P20		14q32.31	AMP	6	571	1.1%	No
TMED2P1		3p14.2	AMP	4	571	0.7%	No
NT5DC2		3p21.1	AMP	6	571	1.1%	No
CYB561A3		11q12.2	AMP	1	571	0.2%	No
ZDHHC11		5p15.33	HOMDEL	1	571	0.2%	No
LINC01690		21q22.11	AMP	7	571	1.2%	No
ZNHIT1		7q22.1	AMP	13	571	2.3%	No
RNA5SP232		7q11.22	AMP	7	571	1.2%	No
DNAH9		17p12	HOMDEL	6	571	1.1%	No
PHF23		17p13.1	AMP	4	571	0.7%	No
HNRNPA1P68		1p21.2	AMP	10	571	1.8%	No
TRBV26OR9-2		9p13.3	AMP	8	571	1.4%	No
TUBAP9		1p33	AMP	12	571	2.1%	No
MTA1-DT		14q32.33	AMP	16	571	2.8%	No
SLC16A1-AS1		1p13.2	AMP	7	571	1.2%	No
LCN9		9q34.3	AMP	5	571	0.9%	No
ZNF721		4p16.3	AMP	10	571	1.8%	No
SNORA63B		3q27.3	AMP	64	571	11.2%	No
MIIP		1p36.22	AMP	5	571	0.9%	No
GOLGA8B		15q14	HOMDEL	2	571	0.4%	No
MATCAP1		16q22.1	AMP	1	571	0.2%	No
H2BC7		6p22.2	AMP	18	571	3.2%	No
RAD23BP1		3p24.3	AMP	3	571	0.5%	No
NMUR1		2q37.1	AMP	7	571	1.2%	No
UQCR10		22q12.2	AMP	16	571	2.8%	No
RPS3AP8		1q25	AMP	19	571	3.3%	No
MTND2P17		12q12	AMP	12	571	2.1%	No
SNORD73B		4q31.3	AMP	2	571	0.4%	No
LINC00443		13q33.3	AMP	9	571	1.6%	No
WDR59		16q23.1	AMP	2	571	0.4%	No
NUDCD1		8q23.1	HOMDEL	1	571	0.2%	No
BRCA1P1		17q21.31	AMP	1	571	0.2%	No
LCN8		9q34.3	AMP	5	571	0.9%	No
ATP13A5		3q29	AMP	63	571	11.0%	No
TUBAP8		1p33	AMP	10	571	1.8%	No
RAD23BP2		7q21.11	AMP	20	571	3.5%	No
NMUR2		5q33.1	AMP	2	571	0.4%	No
GOLGA8A		15q14	HOMDEL	4	571	0.7%	No
CNTLN		9p22.2	HOMDEL	1	571	0.2%	No
OXA1L		14q11.2	AMP	11	571	1.9%	No
LILRB2		19q13.4	AMP	11	571	1.9%	No
SNORA63C		1p34.3	AMP	25	571	4.4%	No
RN7SL254P		4q31.23	AMP	5	571	0.9%	No
EQTN		9p21.2	HOMDEL	3	571	0.5%	No
SLAMF9		1q23.2	AMP	19	571	3.3%	No
RPS3AP7		1q42.12	AMP	21	571	3.7%	No
OR52N4		11p15.4	HOMDEL	1	571	0.2%	No
KIAA0040		1q25.1	AMP	13	571	2.3%	No
LINC00442		13q12.11	AMP	5	571	0.9%	No
PRSS29P		16p13.3	AMP	8	571	1.4%	No
MTND2P18		2q21.1	AMP	5	571	0.9%	No
EML2-AS1		19q13.32	AMP	11	571	1.9%	No
UQCR11		19p13.3	AMP	1	571	0.2%	No
RBMXP3		11q14.1	AMP	20	571	3.5%	No
NUDCD2		5q34	HOMDEL	1	571	0.2%	No
RNU6-220P		8q24.3	AMP	109	571	19.1%	No
TADA1		1q24.1	AMP	16	571	2.8%	No
PIBF1		13q21.33-q22.1	AMP	8	571	1.4%	No
RELL2		5q31.3	AMP	1	571	0.2%	No
NECTIN4-AS1		1q23.3	AMP	16	571	2.8%	No
IER3IP1		18q21.1	AMP	6	571	1.1%	No
PZP		12p13.31	AMP	43	571	7.5%	No
LINC00445		13q13.3	AMP	3	571	0.5%	No
LINC02364		4p15.1	HOMDEL	1	571	0.2%	No
NUP160		11p11.2	AMP	1	571	0.2%	No
LNCBRM		5q11.2	HOMDEL	2	571	0.4%	No
H2BC8		6p22.2	AMP	18	571	3.2%	Yes
SNORA63D		3q27.1	AMP	73	571	12.8%	No
ATP13A3		3q29	AMP	63	571	11.0%	No
MAGI3		1p13.2	AMP	9	571	1.6%	No
MRPS9		2q12.1	AMP	9	571	1.6%	No
LINC02518		6q21	HOMDEL	2	571	0.4%	No
PAPOLB		7p22.1	AMP	6	571	1.1%	No
GORAB		1q24.2	AMP	13	571	2.3%	No
OR52N5		11p15.4	HOMDEL	37	571	6.5%	No
OR5J2		11q12.1	AMP	3	571	0.5%	No
RNU7-170P		12q24.31	AMP	6	571	1.1%	No
CHRM5		15q14	HOMDEL	1	571	0.2%	No
RBMXP2		9p21.1	AMP	7	571	1.2%	No
LINC00290		4q34.3	AMP	2	571	0.4%	No
LILRB1		19q13.42	AMP	11	571	1.9%	No
RELL1		4p14	AMP	2	571	0.4%	No
PHF20		20q11.22-q11.23	AMP	39	571	6.8%	No
MTND2P16		10p12.31	AMP	21	571	3.7%	No
NRAD1		13q14.11	AMP	5	571	0.9%	No
RPS3AP9		1q31.1	AMP	22	571	3.9%	No
FCER2		19p13.2	AMP	16	571	2.8%	No
RNF10P1		3p26.1	AMP	4	571	0.7%	No
ATP13A4		3q29	AMP	63	571	11.0%	No
H2BC9		6p22.2	AMP	18	571	3.2%	No
FAM86B3P		8p23.1	HOMDEL	5	571	0.9%	No
TMEM183A		1q32.1	AMP	19	571	3.3%	No
SNORA63E		3q27.1	AMP	73	571	12.8%	No
LCE1E		1q21.3	HOMDEL	3	571	0.5%	No
